ID	LAT	LON	DEPTH	X	Y	Z	EX	EY	EZ	YR	MO	DY	HR	SC	MI	MAG	NCCP	NCCS	NCTP	NCT	S    RCC	RCT	CID
448521	40.860444	28.274757	6.806	1611	-1390	256.8	13.6	18.2	34.9	2019	9	29	21	19	12.84	1.6	0	0	109	118	-9	0.06	1
448520	40.869012	28.26842	6.696	1076.6	-438.6	146.3	15.4	14.4	33.3	2019	9	29	21	29	22.76	1.6	0	0	191	146	-9	0.059	1
448522	40.883891	28.223154	16.382	-2738.9	1213.7	9832.3	2	2.3	8.1	2019	9	29	21	40	16.4	1.7	0	0	3	4	-9	0.056	1
448535	40.873718	28.302376	5.106	3939	84	-1443.5	33.3	27.8	86.1	2019	9	29	23	53	0.76	1.5	0	0	131	82	-9	0.061	1
448536	40.85386	28.288692	8.501	2785.9	-2121	1951.2	39.5	39.5	68	2019	9	29	23	59	9.28	1.1	0	0	2	4	-9	0.052	1
448542	40.864315	28.300155	5.099	3752	-960.1	-1450.6	24.7	20.6	63.9	2019	9	30	0	2	43.75	1.4	0	0	30	86	-9	0.056	1
448543	40.882591	28.223719	3.842	-2691.3	1069.3	-2707.8	41.3	29.6	60.6	2019	9	30	0	13	24.21	1.3	0	0	4	7	-9	0.053	1
448544	40.858826	28.264563	7.669	751.6	-1569.6	1119.1	33.8	26.7	58.1	2019	9	30	0	15	28.1	1.5	0	0	39	36	-9	0.053	1
448552	40.873411	28.248065	3.974	-639.2	49.9	-2575.2	16.2	16.2	35.8	2019	9	30	1	40	59.61	1.5	0	0	93	115	-9	0.053	1
448558	40.862482	28.27633	3.305	1743.6	-1163.6	-3244.3	27.4	23.3	42.7	2019	9	30	2	26	2.1	1.3	0	0	27	37	-9	0.059	1
448556	40.880219	28.221983	6.405	-2837.6	805.9	-144.6	13.5	12.4	36.9	2019	9	30	2	31	31.63	1.9	0	0	191	194	-9	0.055	1
448561	40.890779	28.206108	8.489	-4175.4	1978.5	1939.8	15.4	20.5	39.3	2019	9	30	3	58	16.54	1.4	0	0	37	91	-9	0.049	1
448565	40.854551	28.262399	6.642	569.2	-2044.4	92.3	21.7	22.4	37.1	2019	9	30	4	2	15.22	1.3	0	0	1	21	-9	0.031	1
448564	40.862433	28.292656	4.928	3119.9	-1169	-1621.8	19.3	19.4	44.2	2019	9	30	4	24	15.42	1.9	0	0	203	211	-9	0.055	1
448575	40.863078	28.286063	5.535	2564.1	-1097.5	-1014.5	18	16.4	42.8	2019	9	30	6	35	19.72	1.9	0	0	252	228	-9	0.056	1
448577	40.892679	28.269911	6.306	1202.2	2189.4	-243.5	31.5	31.4	58.7	2019	9	30	7	7	24.24	1.2	0	0	3	5	-9	0.046	1
448595	40.87459	28.280513	3.634	2096	180.8	-2915.9	26.2	29.1	36.9	2019	9	30	9	28	38.77	1.7	0	0	13	21	-9	0.057	1
448608	40.877229	28.230991	2.988	-2078.4	473.9	-3561.2	14.1	16.7	22	2019	9	30	12	45	41.91	1.7	0	0	75	82	-9	0.06	1
448611	40.869791	28.300049	5.86	3742.9	-352.1	-689.4	15.6	14.8	26.4	2019	9	30	13	43	56.39	3.3	0	0	156	213	-9	0.06	1
448622	40.881966	28.233583	7.641	-1859.9	999.8	1091.6	19.1	16.4	35.7	2019	9	30	15	24	52.11	2.3	0	0	194	159	-9	0.057	1
448630	40.859512	28.29112	4.348	2990.5	-1493.5	-2201.4	30.7	20.3	49.4	2019	9	30	18	25	50.72	1.9	0	0	183	151	-9	0.06	1
448639	40.871443	28.302583	5.066	3956.6	-168.6	-1483.4	26.8	26.1	71.8	2019	9	30	22	33	22.18	1.4	0	0	47	46	-9	0.057	1
448640	40.867355	28.282397	5.866	2255	-622.6	-683.2	26.8	28.7	50.8	2019	9	30	22	39	4.28	1.6	0	0	52	45	-9	0.062	1
930233035	40.85557	28.265403	2.885	822.4	-1931.1	-3664.4	40.2	36	53.3	2019	9	30	23	30	36.48	1.4	0	0	13	13	-9	0.062	1
448654	40.87674	28.270098	3.738	1218.1	419.6	-2811.3	23.3	20.3	40.2	2019	10	1	1	0	57.02	1.4	0	0	39	46	-9	0.062	1
448649	40.867417	28.290388	11.795	2928.6	-615.7	5245.2	21.9	27.7	82.5	2019	10	1	1	56	12.86	1.6	0	0	11	26	-9	0.052	1
448662	40.866227	28.253645	5.758	-168.8	-747.8	-791.5	19.9	19.4	36.9	2019	10	1	4	32	50.17	1.8	0	0	169	150	-9	0.062	1
448663	40.895336	28.206933	4.726	-4105.8	2484.6	-1823.4	32.7	35	64.5	2019	10	1	4	41	17.76	1.4	0	0	2	10	-9	0.038	1
2101214	40.862541	28.256649	12.054	84.4	-1157.1	5504.1	35.7	36.2	61.5	2019	10	2	10	12	14.77	1.8	0	0	26	24	-9	0.051	1
448775	40.887515	28.212248	12.956	-3658	1616.1	6406.1	18	25.2	39.7	2019	10	2	11	2	31.55	1.7	0	0	10	16	-9	0.048	1
448790	40.864134	28.313599	2.749	4885.4	-980.2	-3800.9	15.7	17.1	35.3	2019	10	2	16	5	39.91	1.7	0	0	191	148	-9	0.055	1
448805	40.86091	28.286302	12.008	2584.3	-1338.2	5458.5	24.9	28.7	68	2019	10	2	20	38	56.2	1.6	0	0	6	18	-9	0.042	1
2221020	40.873008	28.238519	4.611	-1443.9	5.2	-1938.9	17.2	16.2	31.5	2019	10	2	22	10	21.64	1.4	0	0	69	79	-9	0.053	1
3154641	40.868441	28.291675	10.298	3037.1	-502	3748.4	26.9	28.2	114.2	2019	10	3	15	46	42.57	1.9	0	0	17	28	-9	0.056	1
448893	40.861064	28.30461	4.241	4127.7	-1321.1	-2308.2	15.9	18.4	38.9	2019	10	3	18	38	23.2	2.1	0	0	78	89	-9	0.063	1
448925	40.868713	28.295033	7.799	3320.1	-471.8	1249.8	28.4	27	62.9	2019	10	4	5	48	41.56	1.9	0	0	64	51	-9	0.061	1
4090801	40.877121	28.31028	0.142	4605.1	461.9	-6407.5	35.5	42.5	19.7	2019	10	4	9	8	2.48	2	0	0	31	17	-9	0.053	1
448988	40.86208	28.312601	4.386	4801.4	-1208.3	-2163.9	19.5	24.1	42.9	2019	10	4	23	30	57.32	2.4	0	0	70	37	-9	0.062	1
448998	40.857855	28.264614	6.306	755.9	-1677.5	-243.7	24.5	17.5	37.6	2019	10	5	3	41	46.2	2	0	0	60	62	-9	0.052	1
449002	40.881019	28.259226	8.833	301.6	894.7	2283.8	23	34.2	74.2	2019	10	5	4	23	14.11	2	0	0	65	73	-9	0.059	1
449011	40.85472	28.297508	15.285	3529.1	-2025.6	8735.7	106.3	68.1	153.7	2019	10	5	6	4	4.63	1.8	0	0	4	3	-9	0.046	1
449012	40.878618	28.319815	8.587	5408.9	628.1	2037.4	19.5	20.6	37.4	2019	10	5	6	52	47	2.2	0	0	9	13	-9	0.051	1
5065353	40.864615	28.330365	2.269	6298.8	-926.8	-4280.7	56.7	49.2	58.6	2019	10	5	6	53	54.44	1.9	0	0	9	8	-9	0.045	1
5142113	40.881241	28.213718	4.958	-3534.3	919.4	-1591.6	19	18.2	40	2019	10	5	14	21	14.03	2.3	0	0	120	126	-9	0.057	1
449073	40.857558	28.283512	2.608	2349.1	-1710.5	-3941.3	29.7	33	45.8	2019	10	6	20	16	37.64	1.6	0	0	14	8	-9	0.056	1
449079	40.870694	28.272615	3.929	1430.3	-251.8	-2620.3	31	23.4	35.8	2019	10	6	21	55	5.76	1.8	0	0	55	47	-9	0.058	1
449077	40.867889	28.289027	9.868	2813.9	-563.3	3317.9	29	27.4	48.7	2019	10	6	22	9	11.2	1.9	0	0	3	11	-9	0.05	1
449119	40.879367	28.244134	2.307	-970.5	711.2	-4243	22.2	24.9	33.2	2019	10	7	4	20	33.31	1.6	0	0	31	27	-9	0.048	1
449121	40.903525	28.311757	9.205	4728.7	3393.9	2655	23.5	20.2	39.6	2019	10	7	5	0	14.9	1.7	0	0	1	3	-9	0.025	1
449126	40.889389	28.313624	6.567	4886.6	1824.1	17.1	11.4	13.3	33.4	2019	10	7	6	46	58.85	3.1	0	0	25	30	-9	0.05	1
449145	40.870329	28.276356	8.086	1745.6	-292.3	1536.7	40.8	36.2	58	2019	10	7	16	24	50.58	2.4	0	0	47	54	-9	0.049	1
449146	40.892364	28.310556	5.695	4627.9	2154.5	-855	12.5	11.5	59.4	2019	10	7	17	34	28.28	2.9	0	0	20	17	-9	0.051	1
449148	40.86765	28.302142	3.186	3919.5	-589.8	-3363.7	18.4	22.2	46.9	2019	10	7	19	21	41.94	2.1	0	0	41	40	-9	0.065	1
7220918	40.868316	28.267621	4.429	1009.3	-515.9	-2120.5	25.1	24.6	60.9	2019	10	7	22	9	19.24	1.5	0	0	12	14	-9	0.048	1
449162	40.865333	28.309849	4.074	4569.3	-847.1	-2475.3	16	18.8	31	2019	10	8	0	53	41.15	2.5	0	0	180	140	-9	0.054	1
449187	40.877744	28.261266	7.23	473.6	531.1	680.3	16.5	14.1	34.8	2019	10	8	8	33	48.75	2.9	0	0	144	104	-9	0.053	1
449237	40.867206	28.276901	7.08	1791.6	-639.1	530.2	19.8	15.1	42.2	2019	10	9	1	29	52.31	2.2	0	0	141	89	-9	0.053	1
449247	40.849907	28.229721	14.78	-2185.9	-2560	8229.9	41.3	44.5	58.5	2019	10	9	6	27	40.2	3.1	0	0	3	4	-9	0.011	1
449257	40.871255	28.231645	3.87	-2023.4	-189.5	-2678.7	42.1	21.2	32.9	2019	10	9	8	22	52.1	1.6	0	0	4	5	-9	0.033	1
449286	40.881711	28.233598	8.763	-1858.6	971.6	2213.4	21.9	17.4	33.5	2019	10	9	14	31	22.99	1.9	0	0	104	130	-9	0.055	1
449311	40.867387	28.282124	7.774	2231.9	-619	1224.2	21	23.3	42.4	2019	10	9	21	24	46.68	1.7	0	0	25	32	-9	0.048	1
449390	40.865374	28.279068	16.435	1974.4	-842.5	9885.1	39.9	59.8	125.9	2019	10	10	17	48	51.52	2	0	0	2	3	-9	0.007	1
449426	40.879894	28.225928	4.625	-2505.2	769.8	-1925	40.3	24.7	78.3	2019	10	11	2	55	35.86	1.8	0	0	35	33	-9	0.056	1
449507	40.901689	28.195525	11.024	-5067.1	3189.9	4474.2	47.2	43.4	87.6	2019	10	12	12	31	40.22	2	0	0	9	10	-9	0.067	1
449519	40.851408	28.25222	13.59	-289	-2393.3	7040.2	36	36.3	61.5	2019	10	12	18	16	18.78	1.6	0	0	7	4	-9	0.046	1
449550	40.877473	28.274813	7.13	1615.5	500.9	580.1	38.4	26.1	52.3	2019	10	13	7	10	39.74	1.6	0	0	4	12	-9	0.06	1
14043812	40.857442	28.274907	4.853	1623.6	-1723.3	-1696.7	17.8	21.6	33.1	2019	10	14	4	38	12.82	2	0	0	66	67	-9	0.066	1
449605	40.860415	28.278219	4.785	1902.8	-1393.2	-1764.5	22.9	20.6	47.1	2019	10	14	8	41	43.32	3	0	0	47	42	-9	0.063	1
449606	40.861973	28.270237	14.474	1229.9	-1220.2	7924.6	52.4	52.4	121.8	2019	10	14	8	44	45.17	2.2	0	0	13	7	-9	0.055	1
449669	40.862202	28.27618	11.426	1730.9	-1194.8	4876.4	23.8	26.6	60	2019	10	15	12	23	45.13	2.4	0	0	23	26	-9	0.044	1
449690	40.862768	28.282489	6.255	2262.8	-1131.9	-294.3	19.1	18.5	35.7	2019	10	15	20	25	24.64	2.4	0	0	101	73	-9	0.06	1
449832	40.888026	28.303662	9.111	4047	1672.8	2561.2	25.3	39.1	51.5	2019	10	17	22	11	37.48	1	0	0	12	17	-9	0.055	1
449840	40.857329	28.255347	13.219	-25.3	-1735.8	6669.1	35.4	35.6	28.7	2019	10	17	23	53	7.44	1.6	0	0	31	17	-9	0.048	1
449852	40.866035	28.305065	5.051	4165.9	-769.1	-1498.8	20.8	18.1	41.9	2019	10	18	4	51	25.67	2.5	0	0	63	50	-9	0.059	1
449917	40.884543	28.224432	9.488	-2631.2	1286	2938.5	18.5	16	37.6	2019	10	18	18	53	38.44	1.9	0	0	131	131	-9	0.059	1
449928	40.865198	28.236716	10.125	-1596	-862	3576.3	3	3.1	11.8	2019	10	19	4	29	54.98	2.6	0	0	3	5	-9	0.03	1
449927	40.86184	28.237661	13.078	-1516.4	-1234.9	6529.7	18.9	44.4	60.1	2019	10	19	4	30	23.68	2.7	0	0	2	3	-9	0.048	1
449949	40.864372	28.299435	3.423	3691.3	-953.8	-3126.4	16.8	18	29.1	2019	10	19	10	49	37.28	2.2	0	0	55	73	-9	0.055	1
20071550	40.889559	28.236848	5.267	-1584.5	1843	-1282.4	27.7	36.6	50.2	2019	10	20	7	15	51.15	1.7	0	0	23	37	-9	0.06	1
450030	40.880932	28.234111	7.931	-1815.4	885	1381.7	19.3	14.8	25.3	2019	10	20	20	51	58.68	2.6	0	0	222	194	-9	0.056	1
450031	40.880437	28.240692	5.673	-1260.6	830.1	-876.1	14.4	16.4	29	2019	10	20	21	0	46.8	2.3	0	0	212	143	-9	0.056	1
450046	40.860396	28.286031	6.305	2561.5	-1395.3	-244.7	21	20	31.6	2019	10	21	1	55	32.23	1.6	0	0	153	120	-9	0.053	1
450339	40.857342	28.28733	3.725	2671	-1734.4	-2824.1	17.7	19.7	23	2019	10	25	12	56	22.91	2.4	0	0	106	70	-9	0.061	1
450458	40.875381	28.25096	5.126	-395.2	268.7	-1423.1	17.4	17.4	47.1	2019	10	27	4	42	41.29	1.8	0	0	95	80	-9	0.055	1
450463	40.885321	28.222278	6.738	-2812.7	1372.5	188.9	11.3	12.5	24.9	2019	10	27	8	18	53.9	3	0	0	234	223	-9	0.057	1
450466	40.882274	28.212682	6.706	-3621.6	1034.1	156.6	10.6	11.9	25.6	2019	10	27	9	8	51.9	2.1	0	0	184	194	-9	0.059	1
450471	40.883864	28.224179	4.363	-2652.5	1210.7	-2187	20	17.9	44.9	2019	10	27	10	18	46.88	3.5	0	0	119	114	-9	0.056	1
450488	40.883731	28.220848	3.88	-2933.3	1195.8	-2669.6	19.4	15.4	25.4	2019	10	27	21	9	17.32	1.4	0	0	115	124	-9	0.056	1
450499	40.887641	28.220186	8.177	-2988.9	1630	1627.6	16.1	23.4	35.4	2019	10	28	0	49	45.35	2	0	0	289	237	-9	0.057	1
28071016	40.864303	28.298697	3.355	3629.1	-961.5	-3195	20.5	15.8	28.4	2019	10	28	7	10	17.39	1.6	0	0	96	117	-9	0.049	1
450524	40.885592	28.225142	7.208	-2571.3	1402.5	658.1	13.4	20.4	33.1	2019	10	28	9	25	33.61	2.1	0	0	196	179	-9	0.055	1
450529	40.887647	28.220843	8.732	-2933.6	1630.7	2182	18.9	22.7	52.8	2019	10	28	10	17	20.49	1.6	0	0	142	152	-9	0.057	1
450533	40.886658	28.221668	6.517	-2864	1520.9	-32.7	12.7	13	27.5	2019	10	28	11	9	12	1.8	0	0	167	184	-9	0.054	1
450670	40.885747	28.215741	6.489	-3363.7	1419.7	-60.3	13.9	15	29.3	2019	10	31	1	48	54.15	2	0	0	276	281	-9	0.056	1
450932	40.885686	28.196144	13.301	-5015.5	1413	6751.4	35.3	56.1	103.4	2019	11	4	22	39	57.5	2.4	0	0	16	13	-9	0.055	1
451985	40.858548	28.299	5.754	3654.9	-1600.5	-795.6	30.6	28	51.1	2019	11	7	3	17	12.04	1.8	0	0	50	43	-9	0.053	1
451996	40.874694	28.266615	6.562	924.5	192.3	12.5	14.5	16	33.5	2019	11	7	8	1	7.18	2	0	0	141	97	-9	0.052	1
452340	40.888025	28.219728	6.781	-3027.6	1672.6	231.3	13.8	25.7	58.8	2019	11	13	19	24	36.92	1.8	0	0	197	202	-9	0.055	1
452583	40.8821	28.193804	7.717	-5212.9	1014.7	1167.4	28.5	31.3	47.2	2019	11	18	22	59	25.12	2.1	0	0	49	43	-9	0.058	1
452703	40.879689	28.209511	8.444	-3889	747	1894.6	24.6	24.4	31	2019	11	21	2	50	53.56	2.1	0	0	174	123	-9	0.057	1
452874	40.884411	28.219037	8.069	-3085.9	1271.4	1519.3	13	18	29.5	2019	11	24	0	54	41.84	2.1	0	0	220	229	-9	0.058	1
454362	40.848892	28.250419	11.722	-440.8	-2672.7	5171.9	35.3	31.3	55.3	2019	12	18	13	19	3.05	2.1	0	0	2	3	-9	0.018	1
455401	40.864195	28.289628	10.347	2864.6	-973.4	3797.9	21.2	25.6	88.8	2019	12	23	12	9	57.32	1.9	0	0	11	25	-9	0.041	1
456064	40.878408	28.210003	8.88	-3847.6	604.7	2331.7	29.6	15.4	54.1	2020	1	5	0	13	32.57	1.8	0	0	29	18	-9	0.051	1
456426	40.871156	28.25694	8.454	109	-200.5	1904.2	32.2	25.7	73.1	2020	1	11	13	37	37.58	4.9	0	0	17	18	-9	0.063	1
456428	40.874278	28.255832	10.235	15.5	146.2	3685.5	54.3	46.5	108.5	2020	1	11	13	50	27.77	2	0	0	12	15	-9	0.049	1
456433	40.864952	28.23571	8.338	-1680.8	-889.4	1789.8	24.7	42.5	55.2	2020	1	11	14	32	13.2	1.3	0	0	4	1	-9	0.054	1
456448	40.851097	28.248243	9.023	-624.3	-2427.9	2473.5	28.7	32.5	58.7	2020	1	11	19	49	10.66	1.4	0	0	3	4	-9	0.028	1
456458	40.868263	28.265077	6.023	794.8	-521.7	-526.6	19.6	18.8	42.5	2020	1	12	0	15	18.37	2.6	0	0	121	121	-9	0.055	1
456463	40.865438	28.24774	4.78	-666.7	-835.4	-1769.1	31.8	29.5	40	2020	1	12	2	47	45.96	1.6	0	0	21	34	-9	0.056	1
456466	40.891719	28.221673	5.544	-2863.6	2082.9	-1005.7	32.7	25.3	51.8	2020	1	12	4	54	46.14	2	0	0	29	42	-9	0.053	1
456468	40.879448	28.265075	7.542	794.6	720.3	992.2	22.8	16.6	37.2	2020	1	12	5	11	8.01	1.7	0	0	9	14	-9	0.055	1
